"3"	"5"	"6"	"8"	"10"
"peptidyl-amino acid modification"	0	0	0	0	0
"heterocycle biosynthetic process"	0	0	0	0	0
"peptidyl-cysteine S-nitrosylation"	0	0	0	0	0
"peptidyl-cysteine modification"	0	0	0	0	0
"drug metabolic process"	0	0	0	0	0
"protein nitrosylation"	0	0	0	0	0
"hexose metabolic process"	0	0	0	0	0
"glycine betaine biosynthetic process from choline"	0	0	0	0	0
"hexose catabolic process"	0	0	0	0	0
"regulation of lipid metabolic process"	0	0	0	0	0
"regulation of nucleobase-containing compound metabolic process"	0	0	0	0	0
"regulation of steroid metabolic process"	0	0	0	0	0
"nitrobenzene metabolic process"	0	0	0	0	0
"tryptophan catabolic process to kynurenine"	0	0	0	0	0
"aromatic compound catabolic process"	0	0	0	0	0
"triglyceride biosynthetic process"	0	0	0	0	0
"leukotriene biosynthetic process"	0	0	0	0	0
"fatty acid oxidation"	0	0	0	0	0
"arachidonic acid metabolic process"	0	0	0	0	0
"pyridine nucleotide metabolic process"	0	0	0	0	0
"secondary metabolic process"	0	0	0	0	0
"L-ascorbic acid biosynthetic process"	0	0	0	0	0
"cytolysis"	0	0	0	0	0
"NAD metabolic process"	0	0	0	0	0
"organophosphate metabolic process"	0	0	0	0	0
"protein metabolic process"	0	0	0	0	0
"response to decreased oxygen levels"	0	0	0	0	0
"common myeloid progenitor cell proliferation"	0	0	0	0	0
"nitric oxide storage"	0	0	0	0	0
"regulation of T cell proliferation"	0	0	0	0	0
"T cell proliferation"	0	0	0	0	0
"gliogenesis"	0	0	0	0	0
"T cell activation"	0	0	0	0	0
"ERBB signaling pathway"	0	0	0	0	0
"regulation of growth"	0	0	0	0	0
"growth"	0	0	0	0	0
"vitamin D metabolic process"	0	0	0	0	0
"purine nucleoside metabolic process"	0	0	0	0	0
"xenobiotic catabolic process"	0	0	0	0	0
"superoxide anion generation"	0	0	0	0	0
"retinol metabolic process"	0	0	0	0	0
"pteridine-containing compound biosynthetic process"	0	0	0	0	0
"purine nucleoside biosynthetic process"	0	0	0	0	0
"benzene-containing compound metabolic process"	0	0	0	0	0
"ribonucleoside biosynthetic process"	0	0	0	0	0
"ribonucleoside catabolic process"	0	0	0	0	0
"indole-containing compound catabolic process"	0	0	0	0	0
"exogenous drug catabolic process"	0	0	0	0	0
"drug catabolic process"	0	0	0	0	0
"glucose homeostasis"	0	0	0	0	0
"negative regulation of I-kappaB kinase/NF-kappaB cascade"	0	0	0	0	0
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"	0	0	0	0	0
"purine nucleobase salvage"	0	0	0	0	0
"cellular metabolic compound salvage"	0	0	0	0	0
"hypoxanthine salvage"	0	0	0	0	0
"purine-containing compound salvage"	0	0	0	0	0
"positive regulation of apoptotic process"	0	0	0	0	0
"negative regulation of catalytic activity"	0	0	0	0	0
"positive regulation of programmed cell death"	0	0	0	0	0
"chordate embryonic development"	0	0	0	0	0
"peptide biosynthetic process"	0	0	0	0	0
"tRNA aminoacylation"	0	0	0	0	0
"amino acid activation"	0	0	0	0	0
"regulation of MAP kinase activity"	0	0	0	0	0
"positive regulation of DNA binding"	0	0	0	0	0
"negative regulation of MAPK cascade"	0	0	0	0	0
"regulation of MAPK cascade"	0	0	0	0	0
"negative regulation of MAP kinase activity"	0	0	0	0	0
"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	0	0	0	0	0
"nucleoside salvage"	0	0	0	0	0
"nucleotide salvage"	0	0	0	0	0
"macromolecule metabolic process"	0	0	0	0	0
"protein acylation"	0	0	0	0	0
"negative regulation of JUN kinase activity"	0	0	0	0	0
"regulation of JUN kinase activity"	0	0	0	0	0
"alkene biosynthetic process"	0	0	0	0	0
"cellular alkene metabolic process"	0	0	0	0	0
"regulation of generation of precursor metabolites and energy"	0	0	0	0	0
"macromolecule modification"	0	0	0	0	0
"response to peptide hormone stimulus"	0	0	0	0	0
"RNA biosynthetic process"	0	0	0	0	0
"regulation of tumor necrosis factor production"	0	0	0	0	0
"negative regulation of tumor necrosis factor production"	0	0	0	0	0
"negative regulation of interleukin-1 production"	0	0	0	0	0
"negative regulation of interleukin-1 beta production"	0	0	0	0	0
"negative regulation of chemokine production"	0	0	0	0	0
"regulation of chemokine production"	0	0	0	0	0
"tumor necrosis factor production"	0	0	0	0	0
"chemokine production"	0	0	0	0	0
"positive regulation of superoxide anion generation"	0	0	0	0	0
"regulation of superoxide anion generation"	0	0	0	0	0
"mononuclear cell proliferation"	0	0	0	0	0
"negative regulation of stress-activated MAPK cascade"	0	0	0	0	0
"regulation of stress-activated MAPK cascade"	0	0	0	0	0
"response to insulin stimulus"	0	0	0	0	0
"tumor necrosis factor-mediated signaling pathway"	0	0	0	0	0
"response to ATP"	0	0	0	0	0
"response to hydroperoxide"	0	0	0	0	0
"negative regulation of kinase activity"	0	0	0	0	0
"unsaturated fatty acid metabolic process"	0	0	0	0	0
"response to L-ascorbic acid"	0	0	0	0	0
"nitric oxide homeostasis"	0	0	0	0	0
"gas homeostasis"	0	0	0	0	0
"fatty acid beta-oxidation using acyl-CoA dehydrogenase"	0	0	0	0	0
"carbohydrate homeostasis"	0	0	0	0	0
"phytol metabolic process"	0	0	0	0	0
"primary alcohol catabolic process"	0	0	0	0	0
"primary alcohol metabolic process"	0	0	0	0	0
"response to monosaccharide stimulus"	0	0	0	0	0
"nucleoside bisphosphate metabolic process"	0	0	0	0	0
"ncRNA metabolic process"	0	0	0	0	0
"nucleobase-containing compound catabolic process"	0	0	0	0	0
"nucleobase-containing compound biosynthetic process"	0	0	0	0	0
"cellular macromolecule biosynthetic process"	0	0	0	0	0
"cellular nitrogen compound metabolic process"	0	0	0	0	0
" 86297"	0	0	0	0	0
"lipid oxidation"	0	0	0	0	0
"thioester biosynthetic process"	0	0	0	0	0
"thioester metabolic process"	0	0	0	0	0
"endocrine system development"	0	0	0	0	0
"long-chain fatty-acyl-CoA biosynthetic process"	0	0	0	0	0
"fatty-acyl-CoA metabolic process"	0	0	0	0	0
"long-chain fatty-acyl-CoA metabolic process"	0	0	0	0	0
"purine nucleotide biosynthetic process"	0	0	0	0	0
"purine nucleotide metabolic process"	0	0	0	0	0
"purine nucleoside catabolic process"	0	0	0	0	0
"adenine salvage"	0	0	0	0	0
"nucleoside diphosphate phosphorylation"	0	0	0	0	0
"energy reserve metabolic process"	0	0	0	0	0
"purine nucleobase metabolic process"	0	0	0	0	0
"nucleobase-containing compound metabolic process"	0	0	0	0	0
"succinyl-CoA metabolic process"	0	0	0	0	0
"regulation of carbohydrate metabolic process"	0	0	0	0	0
"glycolysis"	0	0	0	0	0
"generation of precursor metabolites and energy"	0	0	0	0	0
"DNA replication"	0	0	0	0	0
"DNA metabolic process"	0	0	0	0	0
"pyrimidine nucleotide catabolic process"	0	0	0	0	0
"CTP biosynthetic process"	0	0	0	0	0
"mitochondrial DNA replication"	0	0	0	0	0
"DNA-dependent DNA replication"	0	0	0	0	0
"pyrimidine nucleoside metabolic process"	0	0	0	0	0
"UTP biosynthetic process"	0	0	0	0	0
"UMP biosynthetic process"	0	0	0	0	0
"pyrimidine nucleotide biosynthetic process"	0	0	0	0	0
"pyrimidine nucleotide metabolic process"	0	0	0	0	0
"ATP catabolic process"	0	0	0	0	0
"AMP catabolic process"	0	0	0	0	0
"purine nucleotide catabolic process"	0	0	0	0	0
"ITP catabolic process"	0	0	0	0	0
"pyrimidine nucleobase metabolic process"	0	0	0	0	0
"guanine salvage"	0	0	0	0	0
"GMP biosynthetic process"	0	0	0	0	0
"'de novo' IMP biosynthetic process"	0	0	0	0	0
"IMP biosynthetic process"	0	0	0	0	0
"GTP biosynthetic process"	0	0	0	0	0
"regulation of transcription DNA-dependent"	0	0	0	0	0
"transcription DNA-dependent"	0	0	0	0	0
"DNA repair"	0	0	0	0	0
"protein acetylation"	0	0	0	0	0
"negative regulation of protein kinase activity"	0	0	0	0	0
"internal protein amino acid acetylation"	0	0	0	0	0
"tRNA aminoacylation for protein translation"	0	0	0	0	0
"translation"	0	0	0	0	0
"protein complex assembly"	0	0	0	0	0
"RNA processing"	0	0	0	0	0
"RNA catabolic process"	0	0	0	0	0
"tRNA metabolic process"	0	0	0	0	0
"glutamine metabolic process"	0	0	0	0	0
"alanine metabolic process"	0	0	0	0	0
"tyrosine catabolic process"	0	0	0	0	0
"amino-acid betaine biosynthetic process"	0	0	0	0	0
"amino-acid betaine metabolic process"	0	0	0	0	0
"tyrosine metabolic process"	0	0	0	0	0
"tryptophan catabolic process"	0	0	0	0	0
"tryptophan metabolic process"	0	0	0	0	0
"L-phenylalanine catabolic process"	0	0	0	0	0
"L-phenylalanine metabolic process"	0	0	0	0	0
"acyl-CoA metabolic process"	0	0	0	0	0
"unsaturated fatty acid biosynthetic process"	0	0	0	0	0
"fatty acid beta-oxidation"	0	0	0	0	0
"triglyceride metabolic process"	0	0	0	0	0
"acylglycerol metabolic process"	0	0	0	0	0
"neutral lipid metabolic process"	0	0	0	0	0
"lipid metabolic process"	0	0	0	0	0
" 15892"	0	0	0	0	0
"terpenoid metabolic process"	0	0	0	0	0
"isoprenoid metabolic process"	0	0	0	0	0
"coenzyme metabolic process"	0	0	0	0	0
"steroid catabolic process"	0	0	0	0	0
"prostaglandin metabolic process"	0	0	0	0	0
"prostanoid metabolic process"	0	0	0	0	0
"leukotriene metabolic process"	0	0	0	0	0
"icosanoid metabolic process"	0	0	0	0	0
"response to reactive oxygen species"	0	0	0	0	0
"nuclear division"	0	0	0	0	0
"MAPK cascade"	0	0	0	0	0
"M phase"	0	0	0	0	0
"mitotic cell cycle"	0	0	0	0	0
"M phase of mitotic cell cycle"	0	0	0	0	0
"regulation of transcription involved in G1/S phase of mitotic cell cycle"	0	0	0	0	0
"mitochondrial genome maintenance"	0	0	0	0	0
"G1/S transition of mitotic cell cycle"	0	0	0	0	0
"regulation of cell growth"	0	0	0	0	0
"urogenital system development"	0	0	0	0	0
"mitochondrial RNA metabolic process"	0	0	0	0	0
"kidney development"	0	0	0	0	0
"endothelial cell development"	0	0	0	0	0
"negative regulation of cytokine production"	0	0	0	0	0
"long-chain fatty acid metabolic process"	0	0	0	0	0
"response to hypoxia"	0	0	0	0	0
"cell activation"	0	0	0	0	0
"in utero embryonic development"	0	0	0	0	0
"optic cup morphogenesis involved in camera-type eye development"	0	0	0	0	0
"morphogenesis of an epithelium"	0	0	0	0	0
"negative regulation of cytokine-mediated signaling pathway"	0	0	0	0	0
"negative regulation of acute inflammatory response"	0	0	0	0	0
"regulation of acute inflammatory response"	0	0	0	0	0
"leukocyte differentiation"	0	0	0	0	0
"immune system development"	0	0	0	0	0
"myeloid leukocyte differentiation"	0	0	0	0	0
"acute inflammatory response"	0	0	0	0	0
"immune system process"	0	0	0	0	0
"respiratory system process"	0	0	0	0	0
"regionalization"	0	0	0	0	0
"negative regulation of myeloid leukocyte differentiation"	0	0	0	0	0
"positive regulation of peptide secretion"	0	0	0	0	0
"negative regulation of peptide secretion"	0	0	0	0	0
"regulation of peptide secretion"	0	0	0	0	0
"peptide secretion"	0	0	0	0	0
"regulation of myeloid leukocyte differentiation"	0	0	0	0	0
"glucose catabolic process"	0	0	0	0	0
"glucose metabolic process"	0	0	0	0	0
"monosaccharide metabolic process"	0	0	0	0	0
"endothelium development"	0	0	0	0	0
"cellular aldehyde metabolic process"	0	0	0	0	0
"pyruvate metabolic process"	0	0	0	0	0
"ethanol catabolic process"	0	0	0	0	0
"ethanol metabolic process"	0	0	0	0	0
"ethanol oxidation"	0	0	0	0	0
"purine nucleoside monophosphate catabolic process"	0	0	0	0	0
"purine nucleoside monophosphate biosynthetic process"	0	0	0	0	0
"purine nucleoside monophosphate metabolic process"	0	0	0	0	0
"nucleoside monophosphate catabolic process"	0	0	0	0	0
"nucleoside diphosphate metabolic process"	0	0	0	0	0
"pyrimidine nucleoside monophosphate catabolic process"	0	0	0	0	0
"pyrimidine nucleoside monophosphate biosynthetic process"	0	0	0	0	0
"pyrimidine nucleoside monophosphate metabolic process"	0	0	0	0	0
"nucleotide metabolic process"	0	0	0	0	0
"nucleoside metabolic process"	0	0	0	0	0
"purine nucleobase biosynthetic process"	0	0	0	0	0
"nucleoside monophosphate biosynthetic process"	0	0	0	0	0
"nucleoside monophosphate metabolic process"	0	0	0	0	0
"ribonucleoside metabolic process"	0	0	0	0	0
"coenzyme biosynthetic process"	0	0	0	0	0
"nucleobase metabolic process"	0	0	0	0	0
"purine ribonucleoside monophosphate biosynthetic process"	0	0	0	0	0
"purine ribonucleoside monophosphate metabolic process"	0	0	0	0	0
"nucleotide catabolic process"	0	0	0	0	0
"nucleotide biosynthetic process"	0	0	0	0	0
"pyrimidine deoxyribonucleoside monophosphate metabolic process"	0	0	0	0	0
"pyrimidine ribonucleoside monophosphate biosynthetic process"	0	0	0	0	0
"pyrimidine ribonucleoside monophosphate metabolic process"	0	0	0	0	0
"purine ribonucleoside monophosphate catabolic process"	0	0	0	0	0
"deoxyribonucleoside monophosphate catabolic process"	0	0	0	0	0
"ribonucleoside monophosphate catabolic process"	0	0	0	0	0
"ribonucleoside monophosphate biosynthetic process"	0	0	0	0	0
"purine ribonucleotide catabolic process"	0	0	0	0	0
"nucleoside catabolic process"	0	0	0	0	0
"nucleoside biosynthetic process"	0	0	0	0	0
"deoxyribonucleoside monophosphate metabolic process"	0	0	0	0	0
"ribonucleoside monophosphate metabolic process"	0	0	0	0	0
"pyrimidine nucleoside triphosphate biosynthetic process"	0	0	0	0	0
"pyrimidine nucleoside triphosphate metabolic process"	0	0	0	0	0
"purine nucleoside triphosphate catabolic process"	0	0	0	0	0
"purine nucleoside triphosphate biosynthetic process"	0	0	0	0	0
"purine ribonucleotide biosynthetic process"	0	0	0	0	0
"purine ribonucleotide metabolic process"	0	0	0	0	0
"nucleoside diphosphate catabolic process"	0	0	0	0	0
"nucleoside diphosphate biosynthetic process"	0	0	0	0	0
"purine nucleoside triphosphate metabolic process"	0	0	0	0	0
"nucleoside triphosphate catabolic process"	0	0	0	0	0
"nucleoside triphosphate biosynthetic process"	0	0	0	0	0
"nucleoside triphosphate metabolic process"	0	0	0	0	0
"nucleotide-sugar metabolic process"	0	0	0	0	0
"ribonucleotide catabolic process"	0	0	0	0	0
"ribonucleotide biosynthetic process"	0	0	0	0	0
"ribonucleotide metabolic process"	0	0	0	0	0
"pyrimidine ribonucleotide metabolic process"	0	0	0	0	0
"pyrimidine ribonucleoside triphosphate biosynthetic process"	0	0	0	0	0
"pyrimidine deoxyribonucleotide catabolic process"	0	0	0	0	0
"pyrimidine ribonucleotide biosynthetic process"	0	0	0	0	0
"pyrimidine deoxyribonucleotide metabolic process"	0	0	0	0	0
"ribonucleoside triphosphate catabolic process"	0	0	0	0	0
"ribonucleoside triphosphate biosynthetic process"	0	0	0	0	0
"deoxyribonucleoside triphosphate metabolic process"	0	0	0	0	0
"pyrimidine ribonucleoside triphosphate metabolic process"	0	0	0	0	0
"purine ribonucleoside triphosphate catabolic process"	0	0	0	0	0
"purine ribonucleoside triphosphate biosynthetic process"	0	0	0	0	0
"purine ribonucleoside triphosphate metabolic process"	0	0	0	0	0
"deoxyribonucleoside diphosphate metabolic process"	0	0	0	0	0
"pyrimidine deoxyribonucleoside monophosphate catabolic process"	0	0	0	0	0
"ribonucleoside triphosphate metabolic process"	0	0	0	0	0
"carnitine metabolic process"	0	0	0	0	0
"folic acid-containing compound biosynthetic process"	0	0	0	0	0
"response to xenobiotic stimulus"	0	0	0	0	0
"2'-deoxyribonucleotide metabolic process"	0	0	0	0	0
"deoxyribonucleotide catabolic process"	0	0	0	0	0
"deoxyribonucleotide biosynthetic process"	0	0	0	0	0
"deoxyribonucleotide metabolic process"	0	0	0	0	0
"embryo development"	0	0	0	0	0
"response to jasmonic acid stimulus"	0	0	0	0	0
"coumarin metabolic process"	0	0	0	0	0
"response to glucose stimulus"	0	0	0	0	0
"response to carbohydrate stimulus"	0	0	0	0	0
"response to toxin"	0	0	0	0	0
"response to abiotic stimulus"	0	0	0	0	0
"phenylpropanoid metabolic process"	0	0	0	0	0
"response to organic substance"	0	0	0	0	0
" 53695"	0	0	0	0	0
"glial cell differentiation"	0	0	0	0	0
"hormone transport"	0	0	0	0	0
"alkaloid catabolic process"	0	0	0	0	0
"alkaloid metabolic process"	0	0	0	0	0
"regulation of cell cycle process"	0	0	0	0	0
"gene expression"	0	0	0	0	0
"fatty acid omega-oxidation"	0	0	0	0	0
"negative regulation of tumor necrosis factor-mediated signaling pathway"	0	0	0	0	0
"regulation of tumor necrosis factor-mediated signaling pathway"	0	0	0	0	0
"regulation of glucose transport"	0	0	0	0	0
"negative regulation of intracellular protein kinase cascade"	0	0	0	0	0
"negative regulation of cellular carbohydrate metabolic process"	0	0	0	0	0
"negative regulation of organelle organization"	0	0	0	0	0
"regulation of cellular carbohydrate metabolic process"	0	0	0	0	0
"xenobiotic metabolic process"	0	0	0	0	0
"phosphate-containing compound metabolic process"	0	0	0	0	0
"phosphorus metabolic process"	0	0	0	0	0
"nitrogen compound metabolic process"	0	0	0	0	0
" 22759"	0	0	0	0	0
"porphyrin-containing compound metabolic process"	0	0	0	0	0
"water-soluble vitamin metabolic process"	0	0	0	0	0
"ATP biosynthetic process"	0	0	0	0	0
"NADP metabolic process"	0	0	0	0	0
"oxidoreduction coenzyme metabolic process"	0	0	0	0	0
"nucleoside phosphate metabolic process"	0	0	0	0	0
"glutathione biosynthetic process"	0	0	0	0	0
"glutathione metabolic process"	0	0	0	0	0
"induction of apoptosis"	0	0	0	0	0
"apoptotic process"	0	0	0	0	0
"endocytosis"	0	0	0	0	0
"organelle organization"	0	0	0	0	0
"mitochondrion organization"	0	0	0	0	0
"immune response"	0	0	0	0	0
"response to lipid hydroperoxide"	0	0	0	0	0
"response to DNA damage stimulus"	0	0	0	0	0
"spermatogenesis"	0	0	0	0	0
"germ cell development"	0	0	0	0	0
"cell-cell signaling"	0	0	0	0	0
"JNK cascade"	0	0	0	0	0
"epidermal growth factor receptor signaling pathway"	0	0	0	0	0
"regulation of mitosis"	0	0	0	0	0
"mitosis"	0	0	0	0	0
"cell adhesion"	0	0	0	0	0
"aging"	0	0	0	0	0
"lactation"	0	0	0	0	0
"body fluid secretion"	0	0	0	0	0
"digestion"	0	0	0	0	0
"sex differentiation"	0	0	0	0	0
"nervous system development"	0	0	0	0	0
"brain development"	0	0	0	0	0
"central nervous system development"	0	0	0	0	0
"spermatid development"	0	0	0	0	0
"pattern specification process"	0	0	0	0	0
"regulation of mitotic cell cycle"	0	0	0	0	0
"establishment of blood-nerve barrier"	0	0	0	0	0
"steroid metabolic process"	0	0	0	0	0
"grooming behavior"	0	0	0	0	0
"hemostasis"	0	0	0	0	0
"blood coagulation"	0	0	0	0	0
"cell death"	0	0	0	0	0
"insulin receptor signaling pathway"	0	0	0	0	0
"positive regulation of cell proliferation"	0	0	0	0	0
"androgen metabolic process"	0	0	0	0	0
"aromatic amino acid family catabolic process"	0	0	0	0	0
"aromatic amino acid family metabolic process"	0	0	0	0	0
"pyruvate family amino acid metabolic process"	0	0	0	0	0
"macromolecule biosynthetic process"	0	0	0	0	0
"biosynthetic process"	0	0	0	0	0
" 39258"	0	0	0	0	0
"dUTP; 2'-Deoxyuridine 5'-triphosphate"	0	0	0	0	0
"Arachidonate; Arachidonic acid; (5Z8Z11Z14Z)-Icosatetraenoic acid; cis-581114-Eicosatetraenoic acid"	0	0	0	0	0
"Acetyl-CoA; Acetyl coenzyme A"	0	0	0	0	0
"ADP; Adenosine 5'-diphosphate"	0	0	0	0	0
"Carcinoma Ehrlich Tumor"	0	0	0	0	0
"Nucleoside-triphosphate diphosphatase"	0	0	0	0	0
"Apyrase"	0	0	0	0	0
"Steroid Delta-isomerase"	0	0	0	0	0
"3-beta-hydroxy-Delta(5)-steroid dehydrogenase"	0	0	0	0	0
"Maleylacetoacetate isomerase"	0	0	0	0	0
"Aldehyde oxidase"	0	0	0	0	0
"Long-chain-3-hydroxyacyl-CoA dehydrogenase"	0	0	0	0	0
"Ribonucleoside-diphosphate reductase"	0	0	0	0	0
"Betaine-aldehyde dehydrogenase"	0	0	0	0	0
"L-aminoadipate-semialdehyde dehydrogenase"	0	0	0	0	0
"Glycolysis / Gluconeogenesis"	0	0	0	0	0
"Pyrimidine metabolism"	0	0	0	0	0
"Steroid biosynthesis"	0	0	0	0	0
"Fatty acid metabolism"	0	0	0	0	0
"Purine metabolism"	0	0	0	0	0
"Fatty acid elongation in mitochondria"	0	0	0	0	0
"Fatty acid biosynthesis"	0	0	0	0	0
"Folate biosynthesis"	0	0	0	0	0
"Propanoate metabolism"	0	0	0	0	0
"Inositol phosphate metabolism"	0	0	0	0	0
"Arachidonic acid metabolism"	0	0	0	0	0
"Biosynthesis of unsaturated fatty acids"	0	0	0	0	0
"Drug metabolism - cytochrome P450"	0	0	0	0	0
"Metabolism of xenobiotics by cytochrome P450"	0	0	0	0	0
"Aminoacyl-tRNA biosynthesis"	0	0	0	0	0
"glutathione dehydrogenase (ascorbate) activity"	0	0	0	0	0
"glutathione binding"	0	0	0	0	0
"alcohol binding"	0	0	0	0	0
"gamma-tubulin binding"	0	0	0	0	0
"protein homodimerization activity"	0	0	0	0	0
"identical protein binding"	0	0	0	0	0
"anion binding"	0	0	0	0	0
"phosphate ion binding"	0	0	0	0	0
"peptide binding"	0	0	0	0	0
"phosphoric ester hydrolase activity"	0	0	0	0	0
"hormone binding"	0	0	0	0	0
"androsterone dehydrogenase activity"	0	0	0	0	0
"4-trimethylammoniobutyraldehyde dehydrogenase activity"	0	0	0	0	0
"protein dimerization activity"	0	0	0	0	0
"carboxylic acid transmembrane transporter activity"	0	0	0	0	0
"metal ion binding"	0	0	0	0	0
" 225510"	0	0	0	0	0
"tetrapyrrole binding"	0	0	0	0	0
"cofactor binding"	0	0	0	0	0
"receptor antagonist activity"	0	0	0	0	0
"albendazole monooxygenase activity"	0	0	0	0	0
"nucleoside-triphosphate diphosphatase activity"	0	0	0	0	0
"acyl-CoA hydrolase activity"	0	0	0	0	0
"S-(hydroxymethyl)glutathione dehydrogenase activity"	0	0	0	0	0
"guanine phosphoribosyltransferase activity"	0	0	0	0	0
"NAD binding"	0	0	0	0	0
"dioxygenase activity"	0	0	0	0	0
"testosterone 6-beta-hydroxylase activity"	0	0	0	0	0
"methylarsonate reductase activity"	0	0	0	0	0
"quinine 3-monooxygenase activity"	0	0	0	0	0
"coenzyme binding"	0	0	0	0	0
"NADP binding"	0	0	0	0	0
"adenylyltransferase activity"	0	0	0	0	0
"vitamin D 25-hydroxylase activity"	0	0	0	0	0
"vitamin D 24-hydroxylase activity"	0	0	0	0	0
"thyroid hormone binding"	0	0	0	0	0
"NAD+ binding"	0	0	0	0	0
"NADPH binding"	0	0	0	0	0
"aromatase activity"	0	0	0	0	0
"nitric oxide binding"	0	0	0	0	0
"Dodecenoyl-CoA isomerase"	0	0	0	0	0
"Acetyl-CoA C-acyltransferase"	0	0	0	0	0
"Nucleoside-diphosphate kinase"	0	0	0	0	0
"nucleoside phosphate binding"	0	0	0	0	0
" 231281"	0	0	0	0	0
"oligopeptide binding"	0	0	0	0	0
"organic cyclic compound binding"	0	0	0	0	0
" 230645"	0	0	0	0	0
"Unspecific monooxygenase"	0	0	0	0	0
"Glutathione transferase"	0	0	0	0	0
"S-(hydroxymethyl)glutathione dehydrogenase"	0	0	0	0	0
"Alcohol dehydrogenase"	0	0	0	0	0
"3-alpha-hydroxysteroid dehydrogenase (A-specific)"	0	0	0	0	0
"Palmitoyl-CoA hydrolase"	0	0	0	0	0
"5'-nucleotidase"	0	0	0	0	0
"4-trimethylammoniobutyraldehyde dehydrogenase"	0	0	0	0	0
"Aldehyde dehydrogenase (NAD(+))"	0	0	0	0	0
"3-hydroxyacyl-CoA dehydrogenase"	0	0	0	0	0
"Enoyl-CoA hydratase"	0	0	0	0	0
"Fatty-acid synthase"	0	0	0	0	0
"Aldehyde dehydrogenase (NAD(P)(+))"	0	0	0	0	0
"Leukemia L1210"	0	0	0	0	0
"Protein Deficiency"	0	0	0	0	0
